ICAOCode, AirportName,Altitude,City,Country,IATACode,LatitudeDecimalDegrees,LatitudeDegrees,LatitudeDirection,LatitudeMinutes,LatitudeSeconds,LongitudeDecimalDegrees,LongitudeDegrees,LongitudeDirection,LongitudeMinutes,LongitudeSeconds
CYOC,OLD CROW,252.0,OLD CROW,CANADA,YOC,67.571,67.0,N,34.0,14.0,-139.839,139.0,W,50.0,21.0
CYOD,COLD LAKE,542.0,COLD LAKE,CANADA,YOD,54.405,54.0,N,24.0,18.0,-110.279,110.0,W,16.0,46.0
CYOJ,HIGH LEVEL,339.0,HIGH LEVEL,CANADA,YOJ,58.621,58.0,N,37.0,17.0,-117.165,117.0,W,9.0,53.0
CYOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,114.0,OTTAWA,CANADA,YOW,45.323,45.0,N,19.0,21.0,-75.669,75.0,W,40.0,9.0
CYPA,PRINCE ALBERT GLASS FIELD,429.0,PRINCE ALBERT,CANADA,YPA,53.214,53.0,N,12.0,51.0,-105.67299999999999,105.0,W,40.0,22.0
CYPE,PEACE RIVER,571.0,PEACE RIVER,CANADA,YPE,56.227,56.0,N,13.0,37.0,-117.447,117.0,W,26.0,50.0
CYPF,,0.0,ESQUIMALT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYPG,SOUTHPORT,270.0,PORTAGE-LA-PRAIRIE,CANADA,YPG,49.903,49.0,N,54.0,10.0,-98.275,98.0,W,16.0,29.0
CYPH,,0.0,INUKJUAK,CANADA,YPH,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYPK,PITT MEADOWS,4.0,PITT MEADOWS,CANADA,,49.216,49.0,N,12.0,58.0,-122.71,122.0,W,42.0,36.0
CYPL,PICKLE LAKE,387.0,PICKLE LAKE,CANADA,YPL,51.446000000000005,51.0,N,26.0,47.0,-90.214,90.0,W,12.0,51.0
CYPN,PORT MENIER,51.0,PORT MENIER,CANADA,YPN,49.836000000000006,49.0,N,50.0,11.0,-64.289,64.0,W,17.0,19.0
CYPQ,PETERBOROUGH,192.0,PETERBOROUGH,CANADA,YPQ,44.23,44.0,N,13.0,48.0,-78.363,78.0,W,21.0,48.0
CYPR,PRINCE RUPERT,36.0,PRINCE PUPERT,CANADA,YPR,54.286,54.0,N,17.0,10.0,-130.445,130.0,W,26.0,41.0
CYPY,FORT CHIPEWYAN,232.0,FORT CHIPEWYAN,CANADA,YPY,58.766999999999996,58.0,N,46.0,2.0,-111.117,111.0,W,7.0,2.0
CYQA,MUSKOKA,282.0,MUSKOKA,CANADA,YQA,44.975,44.0,N,58.0,29.0,-79.303,79.0,W,18.0,12.0
CYQB,QUEBEC JEAN LESAGE INTERNATIONAL,75.0,QUEBEC,CANADA,YQB,46.788000000000004,46.0,N,47.0,18.0,-71.398,71.0,W,23.0,51.0
CYQF,RED DEER REGIONAL,905.0,RED DEER INDUSTRIAL,CANADA,YQF,52.178999999999995,52.0,N,10.0,43.0,-113.89299999999999,113.0,W,53.0,35.0
CYQG,WINDSOR,190.0,WINDSOR,CANADA,YQG,42.276,42.0,N,16.0,32.0,-82.956,82.0,W,57.0,20.0
CYQH,WATSON LAKE,688.0,WATSON LAKE,CANADA,YQH,60.118,60.0,N,7.0,4.0,-128.822,128.0,W,49.0,19.0
CYQK,KENORA,406.0,KENORA,CANADA,YQK,49.788000000000004,49.0,N,47.0,18.0,-94.363,94.0,W,21.0,47.0
CYQL,LETHBRIDGE,929.0,LETHBRIDGE,CANADA,YQL,49.63,49.0,N,37.0,49.0,-112.8,112.0,W,47.0,59.0
CYQM,GREATER MONCTON INTERNATIONAL,71.0,MONCTON,CANADA,YQM,46.111999999999995,46.0,N,6.0,44.0,-64.679,64.0,W,40.0,43.0
CYQN,NAKINA,323.0,NAKINA,CANADA,,50.183,50.0,N,10.0,58.0,-86.696,86.0,W,41.0,47.0
CYQQ,COMOX,26.0,COMOX,CANADA,YQQ,49.711000000000006,49.0,N,42.0,39.0,-124.887,124.0,W,53.0,12.0
CYQR,REGINA INTERNATIONAL,578.0,REGINA,CANADA,YQR,50.431999999999995,50.0,N,25.0,55.0,-104.666,104.0,W,39.0,57.0
CYQT,THUNDER BAY,200.0,THUNDER BAY,CANADA,YQT,48.372,48.0,N,22.0,19.0,-89.324,89.0,W,19.0,26.0
CYQU,GRANDE PRAIRIE,670.0,GRANDE PRAIRIE,CANADA,YQU,55.18,55.0,N,10.0,47.0,-118.885,118.0,W,53.0,6.0
CYQV,YORKTON MUNI,499.0,YORKTON,CANADA,YQV,51.265,51.0,N,15.0,53.0,-102.462,102.0,W,27.0,42.0
CYQW,NORTH BATTLEFORD,549.0,NORTH BATTLEFORD,CANADA,YQW,52.769,52.0,N,46.0,9.0,-108.244,108.0,W,14.0,37.0
CYQX,GANDER INTERNATIONAL,152.0,GANDER,CANADA,YQX,48.937,48.0,N,56.0,13.0,-54.568000000000005,54.0,W,34.0,5.0
CYQY,SYDNEY,62.0,SYDNEY,CANADA,YQY,46.161,46.0,N,9.0,41.0,-60.048,60.0,W,2.0,52.0
CYQZ,QUESNEL,546.0,QUESNEL,CANADA,YQZ,53.026,53.0,N,1.0,34.0,-122.51,122.0,W,30.0,36.0
CYRB,RESOLUTE BAY,66.0,RESOLUTE,CANADA,YRB,74.717,74.0,N,43.0,1.0,-94.969,94.0,W,58.0,10.0
CYRI,RIVIERE DU LOUP,131.0,RIVIERE DU LOUP,CANADA,YRI,47.763999999999996,47.0,N,45.0,52.0,-69.585,69.0,W,35.0,5.0
CYRJ,ROBERVAL,179.0,ROBERVAL,CANADA,YRJ,48.52,48.0,N,31.0,12.0,-72.266,72.0,W,15.0,56.0
CYRM,ROCKY MOUNTAIN HOUSE,989.0,ROCKY MOUNTAIN HOUSE,CANADA,YRM,52.43,52.0,N,25.0,47.0,-114.904,114.0,W,54.0,15.0
CYRT,RANKIN INLET,29.0,RANKIN INLET,CANADA,YRT,62.81100000000001,62.0,N,48.0,41.0,-92.116,92.0,W,6.0,57.0
CYRW,,0.0,TROIS RIVIERE,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSA,,0.0,SABLE ISLAND,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSB,SUDBURY,348.0,SUDBURY,CANADA,YSB,46.625,46.0,N,37.0,30.0,-80.79899999999999,80.0,W,47.0,56.0
CYSC,SHERBROOKE,242.0,SHERBROOKE,CANADA,YSC,45.438,45.0,N,26.0,17.0,-71.691,71.0,W,41.0,26.0
CYSD,,0.0,SUFFIELD,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSF,,0.0,STONY RAPIDS,CANADA,YSF,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSJ,SAINT JOHN,109.0,ST. JOHN,CANADA,YSJ,45.316,45.0,N,18.0,58.0,-65.89,65.0,W,53.0,25.0
CYSK,,0.0,SANIKILUAQ,CANADA,YSK,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSM,FORT SMITH,206.0,FORT SMITH,CANADA,YSM,60.022,60.0,N,1.0,20.0,-111.96,111.0,W,57.0,37.0
CYSR,NANISIVIK,642.0,NANISIVIK,CANADA,YSR,72.982,72.0,N,58.0,56.0,-84.61399999999999,84.0,W,36.0,49.0
CYSS,,0.0,SLATE ISLAND,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYSU,SUMMERSIDE,18.0,SUMMERSIDE,CANADA,YSU,46.443000000000005,46.0,N,26.0,34.0,-63.831,63.0,W,49.0,52.0
CYSY,SACHS HARBOUR,86.0,SACHS HARBOUR,CANADA,YSY,71.994,71.0,N,59.0,38.0,-125.243,125.0,W,14.0,33.0
CYTC,,0.0,ETHELDA BAY,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYTE,CAPE DORSET,50.0,CAPE DORSET,CANADA,YTE,64.23,64.0,N,13.0,48.0,-76.527,76.0,W,31.0,36.0
CYTH,THOMPSON,223.0,THOMPSON,CANADA,YTH,55.801,55.0,N,48.0,4.0,-97.86399999999999,97.0,W,51.0,51.0
CYTL,,0.0,BIG TROUT LAKE,CANADA,YTL,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYTR,TRENTON,87.0,TRENTON,CANADA,YTR,44.119,44.0,N,7.0,8.0,-77.528,77.0,W,31.0,41.0
CYTS,TIMMINS,295.0,TIMMINS,CANADA,YTS,48.57,48.0,N,34.0,11.0,-81.377,81.0,W,22.0,36.0
CYTZ,CITY CENTRE,77.0,TORONTO,CANADA,YTZ,43.626999999999995,43.0,N,37.0,39.0,-79.396,79.0,W,23.0,46.0
CYUA,,0.0,SHINGLE POINT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUB,TUKTOYAKTUK,5.0,TUKTOYAKTUK,CANADA,YUB,69.433,69.0,N,26.0,0.0,-133.026,133.0,W,1.0,35.0
CYUC,,0.0,NICHOLSON PENINSULAR,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUF,,0.0,PELLY BAY,CANADA,YUF,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUH,,0.0,CLINTON POINT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUI,,0.0,CAPE YOUNG,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUJ,,0.0,LADY FRANKLIN POINT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUK,,0.0,BYRON BAY,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUL,MONTREAL INTERNATIONAL DORVAL,36.0,MONTREAL,CANADA,YUL,45.468,45.0,N,28.0,5.0,-73.741,73.0,W,44.0,29.0
CYUQ,,0.0,JENNY LIND ISLAND,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUR,,0.0,GLADMAN POINT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUS,,0.0,SHEPHERD BAY,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYUT,REPULSE BAY,25.0,REPULSE BAY,CANADA,YUT,66.521,66.0,N,31.0,17.0,-86.225,86.0,W,13.0,29.0
CYUX,HALL BEACH,9.0,HALL BEACH,CANADA,YUX,68.77600000000001,68.0,N,46.0,34.0,-81.244,81.0,W,14.0,37.0
CYUY,ROUYN NORANDA,302.0,ROUYN,CANADA,YUY,48.206,48.0,N,12.0,22.0,-78.836,78.0,W,50.0,8.0
CYVC,LA RONGE,379.0,LA RONGE,CANADA,YVC,55.151,55.0,N,9.0,5.0,-105.262,105.0,W,15.0,43.0
CYVG,VERMILION,618.0,VERMILLION,CANADA,YVG,53.356,53.0,N,21.0,21.0,-110.824,110.0,W,49.0,26.0
CYVM,QIKIQTARJUAQ,7.0,BROUGHTON ISLAND,CANADA,YVM,67.546,67.0,N,32.0,45.0,-64.031,64.0,W,1.0,53.0
CYVN,,0.0,CAPE DYER,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYVO,VAL D OR,338.0,VAL D'OR,CANADA,YVO,48.053000000000004,48.0,N,3.0,12.0,-77.783,77.0,W,46.0,58.0
CYVP,KUUJJUAQ,40.0,QUUJJUAQ,CANADA,YVP,58.096000000000004,58.0,N,5.0,46.0,-68.42699999999999,68.0,W,25.0,37.0
CYVQ,NORMAN WELLS,74.0,NORMAN WELLS,CANADA,YVQ,65.282,65.0,N,16.0,57.0,-126.8,126.0,W,48.0,1.0
CYVR,VANCOUVER INTERNATIONAL,5.0,VANCOUVER,CANADA,YVR,49.195,49.0,N,11.0,42.0,-123.182,123.0,W,10.0,55.0
CYVT,BUFFALO NARROWS,441.0,BUFFALO NARROWS,CANADA,YVT,55.842,55.0,N,50.0,31.0,-108.41799999999999,108.0,W,25.0,3.0
CYVV,WIARTON,223.0,WIARTON,CANADA,YVV,44.746,44.0,N,44.0,45.0,-81.107,81.0,W,6.0,26.0
CYWA,PETAWAWA,131.0,PETAWAWA,CANADA,YWA,45.952,45.0,N,57.0,8.0,-77.319,77.0,W,19.0,9.0
CYWG,WINNIPEG INTERNATIONAL,239.0,WINNIPEG,CANADA,YWG,49.91,49.0,N,54.0,36.0,-97.234,97.0,W,14.0,4.0
CYWK,WABUSH,552.0,WABUSH,CANADA,YWK,52.922,52.0,N,55.0,19.0,-66.86399999999999,66.0,W,51.0,52.0
CYWL,WILLIAMS LAKE,941.0,WILLIAMS LAKE,CANADA,YWL,52.183,52.0,N,10.0,59.0,-122.054,122.0,W,3.0,15.0
CYWO,,0.0,LUPIN,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYWR,,0.0,WHITE RIVER,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYWY,WRIGLEY,151.0,WRIGLEY,CANADA,YWY,63.208999999999996,63.0,N,12.0,34.0,-123.43700000000001,123.0,W,26.0,12.0
CYXC,CRANBROOK,940.0,CRANBROOK,CANADA,YXC,49.61,49.0,N,36.0,37.0,-115.78200000000001,115.0,W,46.0,57.0
CYXD,EDMONTON CITY CENTRE,671.0,EDMONTON,CANADA,YXD,53.573,53.0,N,34.0,21.0,-113.521,113.0,W,31.0,14.0
CYXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,504.0,SASKATOON,CANADA,YXE,52.17100000000001,52.0,N,10.0,15.0,-106.7,106.0,W,41.0,59.0
CYXH,MEDICINE HAT,717.0,MEDICINE HAT,CANADA,YXH,50.019,50.0,N,1.0,8.0,-110.721,110.0,W,43.0,15.0
CYXI,,0.0,KILLALOE,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYXJ,FORT ST JOHN,695.0,FORT SAINT JOHN,CANADA,YXJ,56.238,56.0,N,14.0,17.0,-120.74,120.0,W,44.0,25.0
CYXL,SIOUX LOOKOUT,391.0,SIOUX LOOKOUT,CANADA,YXL,50.114,50.0,N,6.0,52.0,-91.904,91.0,W,54.0,15.0
CYXN,,0.0,WHALE COVE,CANADA,YXN,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYXP,PANGNIRTUNG,23.0,PANGNIRTUNG,CANADA,YXP,66.145,66.0,N,8.0,42.0,-65.714,65.0,W,42.0,49.0
CYXR,TIMISKAMING RGNL,244.0,EARLTON,CANADA,YXR,47.695,47.0,N,41.0,42.0,-79.84899999999999,79.0,W,50.0,56.0
CYXS,PRINCE GEORGE,691.0,PRINCE GEORGE,CANADA,YXS,53.888999999999996,53.0,N,53.0,22.0,-122.679,122.0,W,40.0,44.0
CYXT,TERRACE,218.0,TERRACE,CANADA,YXT,54.466,54.0,N,27.0,59.0,-128.577,128.0,W,34.0,39.0
CYXU,LONDON,278.0,LONDON,CANADA,YXU,43.036,43.0,N,2.0,8.0,-81.154,81.0,W,9.0,14.0
CYXX,ABBOTSFORD,58.0,ABBOTSFORD,CANADA,YXX,49.025,49.0,N,1.0,31.0,-122.363,122.0,W,21.0,48.0
CYXY,WHITEHORSE INTERNATIONAL,707.0,WHITEHORSE,CANADA,YXY,60.708999999999996,60.0,N,42.0,34.0,-135.06799999999998,135.0,W,4.0,6.0
CYYB,NORTH BAY,371.0,NORTH BAY,CANADA,YYB,46.364,46.0,N,21.0,49.0,-79.423,79.0,W,25.0,22.0
CYYC,CALGARY INTERNATIONAL,1085.0,CALGARY,CANADA,YYC,51.114,51.0,N,6.0,50.0,-114.02,114.0,W,1.0,13.0
CYYD,SMITHERS,522.0,SMITHERS,CANADA,YYD,54.825,54.0,N,49.0,29.0,-127.18299999999999,127.0,W,10.0,58.0
CYYE,FORT NELSON,382.0,FORT NELSON,CANADA,YYE,58.836000000000006,58.0,N,50.0,11.0,-122.59700000000001,122.0,W,35.0,49.0
CYYF,PENTICTON,345.0,PENTICTON,CANADA,YYF,49.463,49.0,N,27.0,46.0,-119.602,119.0,W,36.0,8.0
CYYG,CHARLOTTETOWN,49.0,CHARLOTTETOWN,CANADA,YYG,46.29,46.0,N,17.0,24.0,-63.121,63.0,W,7.0,16.0
CYYH,TALOYOAK,29.0,SPENCE BAY,CANADA,YYH,69.547,69.0,N,32.0,48.0,-93.57700000000001,93.0,W,34.0,36.0
CYYJ,VICTORIA INTERNATIONAL,20.0,VICTORIA,CANADA,YYJ,48.647,48.0,N,38.0,49.0,-123.426,123.0,W,25.0,33.0
CYYL,LYNN LAKE,357.0,LYNN LAKE,CANADA,YYL,56.864,56.0,N,51.0,50.0,-101.07600000000001,101.0,W,4.0,34.0
CYYN,SWIFT CURRENT,817.0,SWIFT CURRENT,CANADA,YYN,50.292,50.0,N,17.0,31.0,-107.691,107.0,W,41.0,26.0
CYYQ,CHURCHILL,29.0,CHURCHILL,CANADA,YYQ,58.739,58.0,N,44.0,21.0,-94.065,94.0,W,3.0,54.0
CYYR,GOOSE BAY,49.0,GOOSE BAY,CANADA,YYR,53.318999999999996,53.0,N,19.0,9.0,-60.426,60.0,W,25.0,33.0
CYYT,ST JOHNS INTERNATIONAL,141.0,ST. JOHN'S,CANADA,YYT,47.619,47.0,N,37.0,7.0,-52.751999999999995,52.0,W,45.0,7.0
CYYU,KAPUSKASING,227.0,KAPUSKASING,CANADA,YYU,49.413999999999994,49.0,N,24.0,50.0,-82.46799999999999,82.0,W,28.0,3.0
CYYW,ARMSTRONG,323.0,ARMSTRONG,CANADA,YYW,50.29,50.0,N,17.0,25.0,-88.91,88.0,W,54.0,35.0
CYYY,MONT JOLI,53.0,MONT JOLI,CANADA,YYY,48.608999999999995,48.0,N,36.0,31.0,-68.208,68.0,W,12.0,29.0
CYYZ,LESTER B PEARSON INTERNATIONAL,174.0,TORONTO,CANADA,YYZ,43.677,43.0,N,40.0,38.0,-79.631,79.0,W,37.0,50.0
CYZA,,0.0,ASHCROFT,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CYZD,DOWNSVIEW,199.0,TORONTO,CANADA,YZD,43.742,43.0,N,44.0,33.0,-79.46600000000001,79.0,W,27.0,56.0
CYZE,GORE BAY MANITOULIN,194.0,GORE BAY,CANADA,YZE,45.885,45.0,N,53.0,7.0,-82.568,82.0,W,34.0,4.0
CYZF,YELLOWKNIFE,206.0,YELLOWKNIFE,CANADA,YZF,62.463,62.0,N,27.0,46.0,-114.44,114.0,W,26.0,25.0
CYZH,SLAVE LAKE,583.0,SLAVE LAKE,CANADA,YZH,55.293,55.0,N,17.0,36.0,-114.77799999999999,114.0,W,46.0,42.0
CYZP,SANDSPIT,7.0,SANDSPIT,CANADA,YZP,53.254,53.0,N,15.0,15.0,-131.814,131.0,W,48.0,50.0
CYZR,CHRIS HADFIELD,182.0,SARNIA,CANADA,YZR,42.998999999999995,42.0,N,59.0,58.0,-82.309,82.0,W,18.0,32.0
CYZT,PORT HARDY,22.0,PORT HARDY,CANADA,YZT,50.681000000000004,50.0,N,40.0,50.0,-127.367,127.0,W,22.0,0.0
CYZU,WHITECOURT,783.0,WHITECOURT,CANADA,YZU,54.144,54.0,N,8.0,38.0,-115.787,115.0,W,47.0,12.0
CYZV,SEPT ILES,55.0,SEPT-ILES,CANADA,YZV,50.223,50.0,N,13.0,24.0,-66.266,66.0,W,15.0,56.0
CYZW,TESLIN,706.0,TESLIN,CANADA,YZW,60.173,60.0,N,10.0,22.0,-132.743,132.0,W,44.0,34.0
CYZX,GREENWOOD,29.0,GREENWOOD,CANADA,YZX,44.983999999999995,44.0,N,59.0,4.0,-64.917,64.0,W,55.0,1.0
CZFA,FARO,717.0,FARO,CANADA,ZFA,62.208,62.0,N,12.0,27.0,-133.376,133.0,W,22.0,33.0
CZFM,FORT MCPHERSON,44.0,FORT MCPHERSON,CANADA,ZFM,67.408,67.0,N,24.0,28.0,-134.86,134.0,W,51.0,37.0
CZNB,,0.0,NORTH BAY,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
CZUE,,0.0,CAPE PARRY,CANADA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAAB,BLIDA,164.0,BLIDA,ALGERIA,,36.504,36.0,N,30.0,13.0,2.8139999999999996,2.0,E,48.0,51.0
DAAD,BOU SAADA,460.0,BOU SAADA,ALGERIA,,35.333,35.0,N,19.0,57.0,4.206,4.0,E,12.0,23.0
DAAE,SOUMMAM,7.0,BEJAJA,ALGERIA,BJA,36.711999999999996,36.0,N,42.0,43.0,5.07,5.0,E,4.0,11.0
DAAF,,0.0,AOULEF,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAAG,HOUARI BOUMEDIENE,25.0,ALGIER,ALGERIA,ALG,36.691,36.0,N,41.0,27.0,3.215,3.0,E,12.0,55.0
DAAJ,TISKA,969.0,DJANET,ALGERIA,DJG,24.293000000000003,24.0,N,17.0,33.0,9.452,9.0,E,27.0,8.0
DAAK,BOUFARIK,103.0,BOUFARIK,ALGERIA,,36.546,36.0,N,32.0,45.0,2.8760000000000003,2.0,E,52.0,34.0
DAAM,TELERGHMA,758.0,TELERGMA,ALGERIA,,36.109,36.0,N,6.0,31.0,6.364,6.0,E,21.0,52.0
DAAN,REGGANE,292.0,REGGAN,ALGERIA,,26.71,26.0,N,42.0,36.0,0.28600000000000003,0.0,E,17.0,8.0
DAAP,ILLIZI,542.0,ILLIZI,ALGERIA,VVZ,26.573,26.0,N,34.0,24.0,8.484,8.0,E,29.0,1.0
DAAQ,AIN OUSSERA,650.0,AIN OUSSERA,ALGERIA,,35.525,35.0,N,31.0,31.0,2.8789999999999996,2.0,E,52.0,43.0
DAAS,SETIF AIN ARNAT,1025.0,SETIF,ALGERIA,GSF,36.178000000000004,36.0,N,10.0,41.0,5.324,5.0,E,19.0,28.0
DAAT,TAMANRASSET,1378.0,TAMANRASSET,ALGERIA,TMR,22.811,22.0,N,48.0,39.0,5.4510000000000005,5.0,E,27.0,3.0
DAAV,JIJEL,11.0,JIJEL,ALGERIA,GJL,36.795,36.0,N,47.0,42.0,5.872999999999999,5.0,E,52.0,24.0
DAAW,,0.0,BORDJ OMAR DRISS,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAAX,,0.0,CHERAGAS,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAAY,MECHERIA,1176.0,MECHERIA,ALGERIA,,33.536,33.0,N,32.0,9.0,-0.242,0.0,W,14.0,32.0
DAAZ,RELIZANE,86.0,RELIZANE,ALGERIA,,35.751999999999995,35.0,N,45.0,8.0,0.626,0.0,E,37.0,34.0
DABB,ANNABA,5.0,ANNABA,ALGERIA,AAE,36.821999999999996,36.0,N,49.0,20.0,7.809,7.0,E,48.0,33.0
DABC,MOHAMED BOUDIAF INTERNATIONAL,691.0,CONSTANTINE,ALGERIA,CZL,36.277,36.0,N,16.0,36.0,6.624,6.0,E,37.0,26.0
DABP,,0.0,SKIKDA,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DABS,CHEIKH LARBI TEBESSI,812.0,TEBESSA,ALGERIA,TEE,35.431,35.0,N,25.0,53.0,8.121,8.0,E,7.0,14.0
DABT,,0.0,BATNA,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DADF,,0.0,DARRA-I-SOOF,AFGHANISTAN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAFH,HASSI R MEL,775.0,TILREMPT,ALGERIA,HRM,32.93,32.0,N,55.0,47.0,3.312,3.0,E,18.0,44.0
DAFI,,0.0,DJELFA,ALGERIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAOB,BOU CHEKIF,990.0,TIARET,ALGERIA,TID,35.341,35.0,N,20.0,28.0,1.463,1.0,E,27.0,47.0
DAOC,,0.0,BECHAR,ALGERIA,CBH,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAOE,BOU SFER,57.0,BOU SFER,ALGERIA,,35.735,35.0,N,44.0,7.0,-0.805,0.0,W,48.0,19.0
DAOF,TINDOUF,443.0,TINDOUF,ALGERIA,TIN,27.7,27.0,N,42.0,1.0,-8.167,8.0,W,10.0,1.0
DAOI,ECH CHELIFF,142.0,ECH-CHELIFF,ALGERIA,QAS,36.213,36.0,N,12.0,45.0,1.3319999999999999,1.0,E,19.0,54.0
DAOL,TAFARAOUI,112.0,ORAN,ALGERIA,TAF,35.542,35.0,N,32.0,32.0,-0.532,0.0,W,31.0,56.0
DAON,ZENATA,249.0,TLEMCEN,ALGERIA,TLM,35.016999999999996,35.0,N,1.0,0.0,-1.45,1.0,W,27.0,0.0
DAOO,ES SENIA,90.0,ORAN,ALGERIA,ORN,35.624,35.0,N,37.0,25.0,-0.621,0.0,W,37.0,16.0
DAOS,SIDI BEL ABBES,492.0,SIDI BEL ABBES,ALGERIA,,35.172,35.0,N,10.0,18.0,-0.593,0.0,W,35.0,35.0
DAOV,GHRISS,514.0,GHRISS,ALGERIA,MUW,35.208,35.0,N,12.0,27.0,0.147,0.0,E,8.0,49.0
DASM,,0.0,SAMANGAN,AFGHANISTAN,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DATG,,0.0,IN GUEZZAM,ALGERIA,INF,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DATM,,0.0,BORDJ MOKHTAR,ALGERIA,BMW,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
DAUA,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,281.0,ADRAR,ALGERIA,AZR,27.837,27.0,N,50.0,15.0,-0.18600000000000003,0.0,W,11.0,11.0
DAUB,BISKRA,89.0,BISKRA,ALGERIA,BSK,34.793,34.0,N,47.0,35.0,5.7379999999999995,5.0,E,44.0,17.0
DAUE,EL GOLEA,399.0,EL GOLEA,ALGERIA,ELG,30.570999999999998,30.0,N,34.0,16.0,2.859,2.0,E,51.0,34.0
DAUG,NOUMERATE,461.0,GHARDAIA,ALGERIA,GHA,32.384,32.0,N,23.0,2.0,3.7939999999999996,3.0,E,47.0,38.0
DAUH,OUED IRARA,142.0,HASSI-MESSAOUD,ALGERIA,HME,31.673000000000002,31.0,N,40.0,22.0,6.14,6.0,E,8.0,25.0
DAUI,IN SALAH,270.0,IN SALAH,ALGERIA,INZ,27.250999999999998,27.0,N,15.0,3.0,2.512,2.0,E,30.0,43.0
DAUK,SIDI MAHDI,86.0,TOUGGOURT,ALGERIA,TGR,33.068000000000005,33.0,N,4.0,4.0,6.0889999999999995,6.0,E,5.0,19.0
DAUL,LAGHOUAT,766.0,LAGHOUAT,ALGERIA,LOO,33.764,33.0,N,45.0,50.0,2.927,2.0,E,55.0,38.0
DAUT,TIMIMOUN,314.0,TIMIMOUN,ALGERIA,TMX,29.237,29.0,N,14.0,13.0,0.276,0.0,E,16.0,33.0
DAUU,OUARGLA,150.0,OUARGLA,ALGERIA,OGX,31.916999999999998,31.0,N,55.0,2.0,5.412999999999999,5.0,E,24.0,46.0
DAUZ,IN AMENAS,563.0,ZARZAITINE,ALGERIA,IAM,28.051,28.0,N,3.0,5.0,9.642999999999999,9.0,E,38.0,34.0
DBBB,COTONOU CADJEHOUN,6.0,COTONOU,BENIN,COO,6.357,6.0,N,21.0,26.0,2.384,2.0,E,23.0,3.0
